edo,common_name,culture,pitches,cardinality,unique_step_sizes,step_mean_error_min,step_mean_error_max,step_mean_error,step_mean_error_cents,evenness_of_spread,step_similarity,constituent_similarity,area,unevenness,consecutive_semitones,runs,IV_sum,smallest_step,step_sizes,symmetry_norm,symmetry_distinct,symmetry_manifestations,symmetry_ratio,symmetry_distinct_edges,unique_n_chords,unique_n_chords_prime,diatonic_n_chords,diagnostic_interval_count,diagnostic_intervals,diagnostic_combinations,roughness,coherence_quotient,sameness_quotient,rahn_differences,rahn_contradictions,rahn_ambiguities,cardinality_variety_ratio,mode_variance,m2,P5,Mm3,normal,normal_name,normal_as_12edo,normal12_name,normal_as_24edo,normal24_name,necklace_family,necklace_family_members
12,Khamaj,Northern India,0 2 4 5 7 9 10,7,2,0,5,0.4081632653061225,40.81632653061225,0.0005668934240362807,0.9319727891156463,0.9166666666666666,0.8483160623691468,2.2619047619047614,1,4,21,100,"100,200",0.15343915343915346,63,121,1.9206349206349207,6,63,63,63,1,6,30,0.48842708969187143,0.9928571428571429,0.5555555555555556,56,0,1,1,42.857142857142854,2,6,6,"0,1,3,5,6,8,10",12-1387,"0,1,3,5,6,8,10",12-1387,"0,2,6,10,12,16,20",24-1119301,2 2 2 2 2 1 1,3
12,Khafi,Northern India,0 2 3 5 7 9 10,7,2,0,5,0.4081632653061225,40.81632653061225,0.0005668934240362814,0.9319727891156463,0.9166666666666666,0.8483160623691468,2.2619047619047614,1,4,21,100,"100,200",0.15343915343915346,63,121,1.9206349206349207,6,63,63,63,1,6,30,0.48842708969187143,0.9928571428571429,0.5555555555555556,56,0,1,1,42.857142857142854,2,6,6,"0,1,3,5,6,8,10",12-1387,"0,1,3,5,6,8,10",12-1387,"0,2,6,10,12,16,20",24-1119301,2 2 2 2 2 1 1,3
12,Asavari,Northern India,0 2 3 5 7 8 10,7,2,0,5,0.4081632653061224,40.81632653061224,0.0005668934240362807,0.9319727891156463,0.9166666666666666,0.8483160623691467,2.2619047619047614,1,4,21,100,"100,200",0.15343915343915346,63,121,1.9206349206349207,6,63,63,63,1,6,30,0.48842708969187143,0.9928571428571429,0.5555555555555556,56,0,1,1,42.857142857142854,2,6,6,"0,1,3,5,6,8,10",12-1387,"0,1,3,5,6,8,10",12-1387,"0,2,6,10,12,16,20",24-1119301,2 2 2 2 2 1 1,3
12,Bhairavi,Northern India,0 1 3 5 7 8 10,7,2,0,5,0.4081632653061224,40.81632653061224,0.0005668934240362815,0.9319727891156463,0.9166666666666666,0.8483160623691467,2.261904761904762,1,4,21,100,"100,200",0.15343915343915346,63,121,1.9206349206349207,6,63,63,63,1,6,30,0.48842708969187143,0.9928571428571429,0.5555555555555556,56,0,1,1,42.857142857142854,2,6,6,"0,1,3,5,6,8,10",12-1387,"0,1,3,5,6,8,10",12-1387,"0,2,6,10,12,16,20",24-1119301,2 2 2 2 2 1 1,3
12,Purvi,Northern India,0 1 4 6 7 8 11,7,3,0,5,0.8163265306122449,81.63265306122449,0.002267573696145124,0.8639455782312925,0.8888888888888888,0.7744519962230396,2.8809523809523805,2,6,21,100,"100,200,300",0.09375,80,125,1.5625,6,80,80,98,0,,50,0.5272445767305214,0.7428571428571429,0.2857142857142857,90,10,26,0.6708824508824509,100,4,5,4,"0,2,3,4,7,8,9",12-925,"0,2,3,4,7,8,9",12-925,"0,4,6,8,14,16,18",24-344401,3 3 2 1 1 1 1,15
12,Todi,Northern India,0 1 3 6 7 8 11,7,3,0,5,0.8163265306122449,81.63265306122449,0.0022675736961451248,0.8639455782312925,0.8888888888888888,0.7744519962230396,2.8809523809523805,2,6,21,100,"100,200,300",0.09375,80,125,1.5625,6,80,80,98,0,,50,0.5286544942470931,0.7428571428571429,0.2857142857142857,90,10,26,0.6708824508824509,100,4,5,4,"0,1,2,5,6,7,9",12-743,"0,1,2,5,6,7,9",12-743,"0,2,4,10,12,14,18",24-283669,3 3 2 1 1 1 1,15
12,Bhairav,Northern India,0 1 4 5 7 8 11,7,3,0,5,0.8163265306122449,81.63265306122449,0.0017006802721088426,0.8639455782312925,0.8888888888888888,0.7744519962230396,2.476190476190476,2,6,21,100,"100,200,300",0.0970464135021097,79,125,1.5822784810126582,6,79,79,94,1,2,50,0.5115417327692715,0.8142857142857143,0.33333333333333337,84,4,22,0.6997619047619048,85.71428571428571,4,4,6,"0,1,2,5,6,8,9",12-871,"0,1,2,5,6,8,9",12-871,"0,2,4,10,12,16,18",24-332821,3 3 2 1 1 1 1,15
12,Marwa,Northern India,0 1 4 6 7 9 11,7,3,0,5,0.6122448979591837,61.224489795918366,0.001700680272108844,0.8979591836734694,0.8888888888888888,0.8113840292960932,2.6666666666666665,2,6,21,100,"100,200,300",0.08958333333333335,80,123,1.5375,6,80,80,99,0,,52,0.5116397688443951,0.7714285714285715,0.2698412698412699,92,4,28,0.6666089466089467,100,3,5,5,"0,2,3,5,7,8,9",12-941,"0,2,3,5,7,8,9",12-941,"0,4,6,10,14,16,18",24-345169,3 2 2 2 1 1 1,20
12,Mela Kanakangi,Carnatic,0 1 2 5 7 8 9,7,3,0,5,0.8163265306122449,81.63265306122449,0.002267573696145125,0.8639455782312925,0.8888888888888888,0.7744519962230396,2.8809523809523805,2,6,21,100,"100,200,300",0.09375,80,125,1.5625,6,80,80,98,0,,50,0.5272445767305215,0.7428571428571429,0.2857142857142857,90,10,26,0.6708824508824509,100,4,5,4,"0,2,3,4,7,8,9",12-925,"0,2,3,4,7,8,9",12-925,"0,4,6,8,14,16,18",24-344401,3 3 2 1 1 1 1,15
12,Mela Ratnangi,Carnatic,0 1 2 5 7 8 10,7,3,0,5,0.6122448979591837,61.224489795918366,0.0017006802721088448,0.8979591836734694,0.8888888888888888,0.8113840292960932,2.6666666666666665,2,6,21,100,"100,200,300",0.08958333333333335,80,123,1.5375,6,80,80,99,0,,52,0.5116397688443952,0.7714285714285715,0.2698412698412699,92,4,28,0.6666089466089467,100,3,5,5,"0,2,3,5,7,8,9",12-941,"0,2,3,5,7,8,9",12-941,"0,4,6,10,14,16,18",24-345169,3 2 2 2 1 1 1,20
12,Mela Ganamurti,Carnatic,0 1 2 5 7 8 11,7,3,0,5,0.8163265306122449,81.63265306122449,0.0028344671201814063,0.8639455782312925,0.8888888888888888,0.7744519962230396,2.9761904761904754,3,6,21,100,"100,200,300",0.11622807017543861,76,129,1.6973684210526316,6,76,76,98,0,,41,0.534985354947244,0.6785714285714286,0.2698412698412699,92,16,29,0.6744602456367162,114.28571428571426,4,4,3,"0,1,2,3,6,8,9",12-847,"0,1,2,3,6,8,9",12-847,"0,2,4,6,12,16,18",24-331861,3 3 2 1 1 1 1,15
12,Mela Vanaspati,Carnatic,0 1 2 5 7 9 10,7,3,0,5,0.6122448979591837,61.224489795918366,0.002267573696145127,0.8979591836734694,0.8888888888888888,0.8113840292960932,2.9523809523809526,2,5,21,100,"100,200,300",0.08641975308641976,81,123,1.5185185185185186,6,81,81,104,1,6,55,0.5154072926932587,0.6857142857142857,0.2222222222222222,98,9,35,0.6485714285714286,114.28571428571426,3,5,5,"0,2,4,5,7,8,9",12-949,"0,2,4,5,7,8,9",12-949,"0,4,8,10,14,16,18",24-345361,3 2 2 2 1 1 1,20
12,Mela Manavati,Carnatic,0 1 2 5 7 9 11,7,3,0,5,0.6122448979591837,61.224489795918366,0.0031179138321995484,0.8979591836734694,0.8888888888888888,0.8113840292960932,3.261904761904762,3,4,21,100,"100,200,300",0.0905349794238683,81,125,1.5432098765432098,6,81,81,105,1,3,53,0.532801054122904,0.5928571428571429,0.19047619047619047,102,19,38,0.63779787574854,128.57142857142856,3,4,3,"0,2,4,6,7,8,9",12-981,"0,2,4,6,7,8,9",12-981,"0,4,8,12,14,16,18",24-348433,3 2 2 2 1 1 1,20
12,Mela Tanarupi,Carnatic,0 1 2 5 7 10 11,7,3,0,5,0.8163265306122449,81.63265306122449,0.0051020408163265345,0.8639455782312925,0.8888888888888888,0.7744519962230396,4.0476190476190474,4,5,21,100,"100,200,300",0.07738095238095237,84,123,1.4642857142857142,6,84,84,102,0,,57,0.5665659625533362,0.4928571428571429,0.23809523809523814,96,41,30,0.6553810489713128,142.85714285714283,4,4,4,"0,1,2,3,4,7,9",12-671,"0,1,2,3,4,7,9",12-671,"0,2,4,6,8,14,18",24-278869,3 3 2 1 1 1 1,15
12,Mela Senavati,Carnatic,0 1 3 5 7 8 9,7,3,0,5,0.6122448979591837,61.224489795918366,0.001417233560090703,0.8979591836734694,0.8888888888888888,0.8113840292960931,2.476190476190476,2,5,21,100,"100,200,300",0.0905349794238683,81,125,1.5432098765432098,6,81,81,96,0,,53,0.5058711774463339,0.8285714285714285,0.31746031746031744,86,2,22,0.6913586413586413,85.71428571428571,3,4,5,"0,1,3,5,7,8,9",12-939,"0,1,3,5,7,8,9",12-939,"0,2,6,10,14,16,18",24-345157,3 2 2 2 1 1 1,20
12,Mela Hanumatodi,Carnatic,0 1 3 5 7 8 10,7,2,0,5,0.4081632653061224,40.81632653061224,0.0005668934240362815,0.9319727891156463,0.9166666666666666,0.8483160623691467,2.261904761904762,1,4,21,100,"100,200",0.15343915343915346,63,121,1.9206349206349207,6,63,63,63,1,6,30,0.48842708969187143,0.9928571428571429,0.5555555555555556,56,0,1,1,42.857142857142854,2,6,6,"0,1,3,5,6,8,10",12-1387,"0,1,3,5,6,8,10",12-1387,"0,2,6,10,12,16,20",24-1119301,2 2 2 2 2 1 1,3
12,Mela Dhenuka,Carnatic,0 1 3 5 7 8 11,7,3,0,5,0.6122448979591837,61.224489795918366,0.001417233560090703,0.8979591836734694,0.8888888888888888,0.8113840292960932,2.476190476190476,2,5,21,100,"100,200,300",0.0905349794238683,81,125,1.5432098765432098,6,81,81,96,0,,53,0.5068879196913849,0.8285714285714285,0.31746031746031744,86,2,22,0.6913586413586413,85.71428571428571,3,4,5,"0,1,2,4,6,8,9",12-855,"0,1,2,4,6,8,9",12-855,"0,2,4,8,12,16,18",24-332053,3 2 2 2 1 1 1,20
12,Mela Natakapriya,Carnatic,0 1 3 5 7 9 10,7,2,0,5,0.4081632653061225,40.81632653061225,0.0008503401360544229,0.9319727891156463,0.9166666666666666,0.8483160623691467,2.2619047619047614,1,4,21,100,"100,200",0.0970464135021097,79,125,1.5822784810126582,6,79,79,83,0,,50,0.4909048686071721,0.9285714285714286,0.4285714285714286,72,0,10,0.7857142857142858,57.142857142857146,2,4,4,"0,1,3,4,6,8,10",12-1371,"0,1,3,4,6,8,10",12-1371,"0,2,6,8,12,16,20",24-1118533,2 2 2 2 2 1 1,3
12,Mela Kokilapriya,Carnatic,0 1 3 5 7 9 11,7,2,0,5,0.4081632653061225,40.81632653061225,0.0014172335600907038,0.9319727891156463,0.9166666666666666,0.8483160623691467,2.4761904761904754,2,3,21,100,"100,200",0.14583333333333334,72,135,1.875,6,72,72,88,0,,56,0.503695143283748,0.75,0.3650793650793651,80,0,35,0.7460262725779968,71.42857142857143,2,2,2,"0,1,2,4,6,8,10",12-1367,"0,1,2,4,6,8,10",12-1367,"0,2,4,8,12,16,20",24-1118485,2 2 2 2 2 1 1,3
12,Mela Rupavati,Carnatic,0 1 3 5 7 8 11,7,3,0,5,0.6122448979591837,61.224489795918366,0.001417233560090703,0.8979591836734694,0.8888888888888888,0.8113840292960932,2.476190476190476,2,5,21,100,"100,200,300",0.0905349794238683,81,125,1.5432098765432098,6,81,81,96,0,,53,0.5068879196913849,0.8285714285714285,0.31746031746031744,86,2,22,0.6913586413586413,85.71428571428571,3,4,5,"0,1,2,4,6,8,9",12-855,"0,1,2,4,6,8,9",12-855,"0,2,4,8,12,16,18",24-332053,3 2 2 2 1 1 1,20
12,Mela Gayakapriya,Carnatic,0 1 4 5 7 8 9,7,3,0,5,0.8163265306122449,81.63265306122449,0.002267573696145124,0.8639455782312925,0.8888888888888888,0.7744519962230396,2.761904761904762,2,6,21,100,"100,200,300",0.11936936936936937,74,127,1.7162162162162162,6,74,74,97,2,"2,6",52,0.5151734317641485,0.7142857142857143,0.2857142857142857,90,7,33,0.6837301587301587,99.99999999999999,4,4,7,"0,1,3,4,5,8,9",12-827,"0,1,3,4,5,8,9",12-827,"0,2,6,8,10,16,18",24-329029,3 3 2 1 1 1 1,15
12,Mela Vakulabharanam,Carnatic,0 1 4 5 7 8 10,7,3,0,5,0.6122448979591837,61.224489795918366,0.0011337868480725617,0.8979591836734694,0.8888888888888888,0.811384029296093,2.2619047619047614,1,6,21,100,"100,200,300",0.09465020576131689,81,127,1.5679012345679013,6,81,81,94,0,,51,0.4961702636517886,0.8714285714285714,0.3492063492063492,82,0,18,0.7104978354978355,71.42857142857143,3,4,5,"0,1,3,4,6,8,9",12-859,"0,1,3,4,6,8,9",12-859,"0,2,6,8,12,16,18",24-332101,3 2 2 2 1 1 1,20
12,Mela Mayamalavagowla,Carnatic,0 1 4 5 7 8 11,7,3,0,5,0.8163265306122449,81.63265306122449,0.0017006802721088426,0.8639455782312925,0.8888888888888888,0.7744519962230396,2.476190476190476,2,6,21,100,"100,200,300",0.0970464135021097,79,125,1.5822784810126582,6,79,79,94,1,2,50,0.5115417327692715,0.8142857142857143,0.33333333333333337,84,4,22,0.6997619047619048,85.71428571428571,4,4,6,"0,1,2,5,6,8,9",12-871,"0,1,2,5,6,8,9",12-871,"0,2,4,10,12,16,18",24-332821,3 3 2 1 1 1 1,15
12,Mela Chakravakam,Carnatic,0 1 4 5 7 9 10,7,3,0,5,0.6122448979591837,61.224489795918366,0.0011337868480725628,0.8979591836734694,0.8888888888888888,0.8113840292960932,2.261904761904762,1,6,21,100,"100,200,300",0.09465020576131689,81,127,1.5679012345679013,6,81,81,94,0,,51,0.4959120428804491,0.8714285714285714,0.3492063492063492,82,0,18,0.7104978354978355,71.42857142857143,3,4,5,"0,1,3,5,6,8,9",12-875,"0,1,3,5,6,8,9",12-875,"0,2,6,10,12,16,18",24-332869,3 2 2 2 1 1 1,20
12,Mela Suryakantam,Carnatic,0 1 4 5 7 9 11,7,3,0,5,0.6122448979591837,61.224489795918366,0.0014172335600907034,0.8979591836734694,0.8888888888888888,0.8113840292960932,2.476190476190476,2,5,21,100,"100,200,300",0.0905349794238683,81,125,1.5432098765432098,6,81,81,96,0,,53,0.5058711774463339,0.8285714285714285,0.31746031746031744,86,2,22,0.6913586413586413,85.71428571428571,3,4,5,"0,1,3,5,7,8,9",12-939,"0,1,3,5,7,8,9",12-939,"0,2,6,10,14,16,18",24-345157,3 2 2 2 1 1 1,20
12,Mela Hatakambari,Carnatic,0 1 4 5 7 10 11,7,3,0,5,0.8163265306122449,81.63265306122449,0.0028344671201814093,0.8639455782312925,0.8888888888888888,0.7744519962230396,2.9761904761904754,3,6,21,100,"100,200,300",0.11622807017543861,76,129,1.6973684210526316,6,76,76,98,0,,41,0.5354592463709766,0.6785714285714286,0.2698412698412699,92,16,29,0.6744602456367162,114.28571428571426,4,4,3,"0,1,2,3,6,7,9",12-719,"0,1,2,3,6,7,9",12-719,"0,2,4,6,12,14,18",24-282709,3 3 2 1 1 1 1,15
12,Mela Jhankaradhwani,Carnatic,0 2 3 5 7 8 9,7,3,0,5,0.6122448979591837,61.224489795918366,0.001700680272108843,0.8979591836734694,0.8888888888888888,0.8113840292960932,2.666666666666667,2,6,21,100,"100,200,300",0.08958333333333335,80,123,1.5375,6,80,80,99,0,,52,0.5116397688443951,0.7714285714285715,0.2698412698412699,92,4,28,0.6666089466089467,100,3,5,5,"0,2,3,5,7,8,9",12-941,"0,2,3,5,7,8,9",12-941,"0,4,6,10,14,16,18",24-345169,3 2 2 2 1 1 1,20
12,Mela Natabhairavi,Carnatic,0 2 3 5 7 8 10,7,2,0,5,0.4081632653061224,40.81632653061224,0.0005668934240362807,0.9319727891156463,0.9166666666666666,0.8483160623691467,2.2619047619047614,1,4,21,100,"100,200",0.15343915343915346,63,121,1.9206349206349207,6,63,63,63,1,6,30,0.48842708969187143,0.9928571428571429,0.5555555555555556,56,0,1,1,42.857142857142854,2,6,6,"0,1,3,5,6,8,10",12-1387,"0,1,3,5,6,8,10",12-1387,"0,2,6,10,12,16,20",24-1119301,2 2 2 2 2 1 1,3
12,Mela Keeravani,Carnatic,0 2 3 5 7 8 11,7,3,0,5,0.6122448979591837,61.224489795918366,0.0011337868480725615,0.8979591836734694,0.8888888888888888,0.8113840292960932,2.261904761904762,1,6,21,100,"100,200,300",0.09465020576131689,81,127,1.5679012345679013,6,81,81,94,0,,51,0.4961702636517886,0.8714285714285714,0.3492063492063492,82,0,18,0.7104978354978355,71.42857142857143,3,4,5,"0,1,3,4,6,8,9",12-859,"0,1,3,4,6,8,9",12-859,"0,2,6,8,12,16,18",24-332101,3 2 2 2 1 1 1,20
12,Mela Kharaharapriya,Carnatic,0 2 3 5 7 9 10,7,2,0,5,0.4081632653061225,40.81632653061225,0.0005668934240362814,0.9319727891156463,0.9166666666666666,0.8483160623691468,2.2619047619047614,1,4,21,100,"100,200",0.15343915343915346,63,121,1.9206349206349207,6,63,63,63,1,6,30,0.48842708969187143,0.9928571428571429,0.5555555555555556,56,0,1,1,42.857142857142854,2,6,6,"0,1,3,5,6,8,10",12-1387,"0,1,3,5,6,8,10",12-1387,"0,2,6,10,12,16,20",24-1119301,2 2 2 2 2 1 1,3
12,Mela Gourimanohari,Carnatic,0 2 3 5 7 9 11,7,2,0,5,0.4081632653061225,40.81632653061225,0.0008503401360544221,0.9319727891156463,0.9166666666666666,0.8483160623691468,2.261904761904762,1,4,21,100,"100,200",0.0970464135021097,79,125,1.5822784810126582,6,79,79,83,0,,50,0.4909048686071721,0.9285714285714286,0.4285714285714286,72,0,10,0.7857142857142858,57.142857142857146,2,4,4,"0,1,3,4,6,8,10",12-1371,"0,1,3,4,6,8,10",12-1371,"0,2,6,8,12,16,20",24-1118533,2 2 2 2 2 1 1,3
12,Mela Varunapriya,Carnatic,0 2 3 5 7 10 11,7,3,0,5,0.6122448979591838,61.22448979591838,0.0022675736961451274,0.8979591836734694,0.8888888888888888,0.8113840292960932,2.952380952380952,2,5,21,100,"100,200,300",0.08641975308641976,81,123,1.5185185185185186,6,81,81,104,1,6,55,0.5176585929448488,0.6857142857142857,0.2222222222222222,98,9,35,0.6485714285714286,114.28571428571426,3,5,5,"0,1,2,4,5,7,9",12-695,"0,1,2,4,5,7,9",12-695,"0,2,4,8,10,14,18",24-279829,3 2 2 2 1 1 1,20
12,Mela Mararanjani,Carnatic,0 2 4 5 7 8 9,7,3,0,5,0.6122448979591837,61.224489795918366,0.0022675736961451235,0.8979591836734694,0.8888888888888888,0.8113840292960932,2.9523809523809526,2,5,21,100,"100,200,300",0.08641975308641976,81,123,1.5185185185185186,6,81,81,104,1,6,55,0.5154072926932586,0.6857142857142857,0.2222222222222222,98,9,35,0.6485714285714286,114.28571428571426,3,5,5,"0,2,4,5,7,8,9",12-949,"0,2,4,5,7,8,9",12-949,"0,4,8,10,14,16,18",24-345361,3 2 2 2 1 1 1,20
12,Mela Charukesi,Carnatic,0 2 4 5 7 8 10,7,2,0,5,0.4081632653061224,40.81632653061224,0.0008503401360544204,0.9319727891156463,0.9166666666666666,0.8483160623691466,2.2619047619047614,1,4,21,100,"100,200",0.0970464135021097,79,125,1.5822784810126582,6,79,79,83,0,,50,0.4909048686071721,0.9285714285714286,0.4285714285714286,72,0,10,0.7857142857142858,57.142857142857146,2,4,4,"0,1,3,4,6,8,10",12-1371,"0,1,3,4,6,8,10",12-1371,"0,2,6,8,12,16,20",24-1118533,2 2 2 2 2 1 1,3
12,Mela Sarasangi,Carnatic,0 2 4 5 7 8 11,7,3,0,5,0.6122448979591837,61.224489795918366,0.001133786848072561,0.8979591836734694,0.8888888888888888,0.8113840292960932,2.261904761904762,1,6,21,100,"100,200,300",0.09465020576131689,81,127,1.5679012345679013,6,81,81,94,0,,51,0.4959120428804491,0.8714285714285714,0.3492063492063492,82,0,18,0.7104978354978355,71.42857142857143,3,4,5,"0,1,3,5,6,8,9",12-875,"0,1,3,5,6,8,9",12-875,"0,2,6,10,12,16,18",24-332869,3 2 2 2 1 1 1,20
12,Mela Harikambhoji,Carnatic,0 2 4 5 7 9 10,7,2,0,5,0.4081632653061225,40.81632653061225,0.0005668934240362807,0.9319727891156463,0.9166666666666666,0.8483160623691468,2.2619047619047614,1,4,21,100,"100,200",0.15343915343915346,63,121,1.9206349206349207,6,63,63,63,1,6,30,0.48842708969187143,0.9928571428571429,0.5555555555555556,56,0,1,1,42.857142857142854,2,6,6,"0,1,3,5,6,8,10",12-1387,"0,1,3,5,6,8,10",12-1387,"0,2,6,10,12,16,20",24-1119301,2 2 2 2 2 1 1,3
12,Mela Dheerasankarabharanam,Carnatic,0 2 4 5 7 9 11,7,2,0,5,0.4081632653061225,40.81632653061225,0.0005668934240362809,0.9319727891156463,0.9166666666666666,0.8483160623691468,2.261904761904762,1,4,21,100,"100,200",0.15343915343915346,63,121,1.9206349206349207,6,63,63,63,1,6,30,0.4884270896918715,0.9928571428571429,0.5555555555555556,56,0,1,1,42.857142857142854,2,6,6,"0,1,3,5,6,8,10",12-1387,"0,1,3,5,6,8,10",12-1387,"0,2,6,10,12,16,20",24-1119301,2 2 2 2 2 1 1,3
12,Mela Naganandini,Carnatic,0 2 4 5 7 10 11,7,3,0,5,0.6122448979591838,61.22448979591838,0.0017006802721088456,0.8979591836734694,0.8888888888888888,0.8113840292960932,2.6666666666666665,2,5,21,100,"100,200,300",0.08958333333333335,80,123,1.5375,6,80,80,99,0,,52,0.5132539257055901,0.7714285714285715,0.2698412698412699,92,4,28,0.6666089466089467,100,3,5,5,"0,1,2,4,6,7,9",12-727,"0,1,2,4,6,7,9",12-727,"0,2,4,8,12,14,18",24-282901,3 2 2 2 1 1 1,20
12,Mela Yagapriya,Carnatic,0 3 4 5 7 8 9,7,3,0,5,0.8163265306122449,81.63265306122449,0.003968253968253966,0.8639455782312925,0.8888888888888888,0.7744519962230396,3.6428571428571423,2,5,21,100,"100,200,300",0.08958333333333335,80,123,1.5375,6,80,80,99,1,6,53,0.5450799425997852,0.5785714285714285,0.23809523809523814,96,26,33,0.6797619047619048,128.57142857142856,4,4,6,"0,1,2,4,5,6,9",12-631,"0,1,2,4,5,6,9",12-631,"0,2,4,8,10,12,18",24-267541,3 3 2 1 1 1 1,15
12,Mela Ragavardhini,Carnatic,0 3 4 5 7 8 10,7,3,0,5,0.6122448979591837,61.224489795918366,0.0022675736961451226,0.8979591836734694,0.8888888888888888,0.8113840292960932,2.952380952380952,2,5,21,100,"100,200,300",0.08641975308641976,81,123,1.5185185185185186,6,81,81,104,1,6,55,0.5176585929448488,0.6857142857142857,0.2222222222222222,98,9,35,0.6485714285714286,114.28571428571426,3,5,5,"0,1,2,4,5,7,9",12-695,"0,1,2,4,5,7,9",12-695,"0,2,4,8,10,14,18",24-279829,3 2 2 2 1 1 1,20
12,Mela Gangeyabhushani,Carnatic,0 3 4 5 7 8 11,7,3,0,5,0.8163265306122449,81.63265306122449,0.002267573696145123,0.8639455782312925,0.8888888888888888,0.7744519962230396,2.761904761904762,2,6,21,100,"100,200,300",0.11936936936936937,74,127,1.7162162162162162,6,74,74,97,2,"2,6",52,0.5160184918536548,0.7142857142857143,0.2857142857142857,90,7,33,0.6837301587301587,99.99999999999999,4,4,7,"0,1,2,4,5,8,9",12-823,"0,1,2,4,5,8,9",12-823,"0,2,4,8,10,16,18",24-328981,3 3 2 1 1 1 1,15
12,Mela Vagadheeswari,Carnatic,0 3 4 5 7 9 10,7,3,0,5,0.6122448979591837,61.224489795918366,0.0017006802721088422,0.8979591836734694,0.8888888888888888,0.8113840292960932,2.6666666666666665,2,5,21,100,"100,200,300",0.08958333333333335,80,123,1.5375,6,80,80,99,0,,52,0.5132539257055901,0.7714285714285715,0.2698412698412699,92,4,28,0.6666089466089467,100,3,5,5,"0,1,2,4,6,7,9",12-727,"0,1,2,4,6,7,9",12-727,"0,2,4,8,12,14,18",24-282901,3 2 2 2 1 1 1,20
12,Mela Shulini,Carnatic,0 3 4 5 7 9 11,7,3,0,5,0.6122448979591837,61.224489795918366,0.0014172335600907018,0.8979591836734694,0.8888888888888888,0.8113840292960932,2.476190476190476,2,5,21,100,"100,200,300",0.0905349794238683,81,125,1.5432098765432098,6,81,81,96,0,,53,0.5068879196913849,0.8285714285714285,0.31746031746031744,86,2,22,0.6913586413586413,85.71428571428571,3,4,5,"0,1,2,4,6,8,9",12-855,"0,1,2,4,6,8,9",12-855,"0,2,4,8,12,16,18",24-332053,3 2 2 2 1 1 1,20
12,Mela Chalanata,Carnatic,0 3 4 5 7 10 11,7,3,0,5,0.8163265306122449,81.63265306122449,0.002267573696145126,0.8639455782312925,0.8888888888888888,0.7744519962230396,2.8809523809523805,2,6,21,100,"100,200,300",0.09375,80,125,1.5625,6,80,80,98,0,,50,0.5286544942470931,0.7428571428571429,0.2857142857142857,90,10,26,0.6708824508824509,100,4,5,4,"0,1,2,5,6,7,9",12-743,"0,1,2,5,6,7,9",12-743,"0,2,4,10,12,14,18",24-283669,3 3 2 1 1 1 1,15
12,Mela Salagam,Carnatic,0 1 2 6 7 8 9,7,3,0,5,1.0204081632653061,102.04081632653062,0.003968253968253969,0.8299319727891157,0.8148148148148148,0.6948745246770909,3.452380952380952,3,4,21,100,"100,300,400",0.1273148148148148,72,127,1.7638888888888888,6,72,72,89,1,3,45,0.5694398274616518,0.65,0.33333333333333337,84,22,27,0.7264247575460391,128.57142857142856,5,5,2,"0,1,2,3,6,7,8",12-463,"0,1,2,3,6,7,8",12-463,"0,2,4,6,12,14,16",24-86101,4 3 1 1 1 1 1,6
12,Mela Jalarnavam,Carnatic,0 1 2 6 7 8 10,7,3,0,5,0.8163265306122448,81.63265306122447,0.0031179138321995466,0.8639455782312926,0.8148148148148148,0.7318065577501445,3.1428571428571423,2,4,21,100,"100,200,400",0.11255411255411256,77,129,1.6753246753246753,6,77,77,100,0,,46,0.5491028860886216,0.6357142857142857,0.23809523809523814,96,16,35,0.6660889685027616,114.28571428571429,4,4,2,"0,1,2,4,6,7,8",12-471,"0,1,2,4,6,7,8",12-471,"0,2,4,8,12,14,16",24-86293,4 2 2 1 1 1 1,15
12,Mela Jhalavarali,Carnatic,0 1 2 6 7 8 11,7,3,0,5,1.0204081632653061,102.04081632653062,0.003968253968253969,0.8299319727891157,0.8148148148148148,0.6948745246770909,3.4523809523809517,3,5,21,100,"100,300,400",0.1273148148148148,72,127,1.7638888888888888,6,72,72,89,1,3,45,0.5694130927361558,0.65,0.33333333333333337,84,22,27,0.7264247575460391,128.57142857142856,5,5,2,"0,1,2,5,6,7,8",12-487,"0,1,2,5,6,7,8",12-487,"0,2,4,10,12,14,16",24-87061,4 3 1 1 1 1 1,6
12,Mela Navaneetam,Carnatic,0 1 2 6 7 9 10,7,3,0,5,0.8163265306122448,81.63265306122447,0.0034013605442176882,0.8639455782312926,0.8148148148148148,0.7318065577501445,3.2142857142857144,2,6,21,100,"100,200,400",0.07843137254901962,85,125,1.4705882352941178,6,85,85,98,0,,58,0.5420910972847899,0.6357142857142857,0.2857142857142857,90,27,24,0.67994227994228,128.57142857142856,4,4,4,"0,1,3,4,6,7,8",12-475,"0,1,3,4,6,7,8",12-475,"0,2,6,8,12,14,16",24-86341,4 2 2 1 1 1 1,15
12,Mela Pavani,Carnatic,0 1 2 6 7 9 11,7,3,0,5,0.8163265306122448,81.63265306122447,0.00396825396825397,0.8639455782312926,0.8148148148148148,0.7318065577501445,3.5238095238095233,3,5,21,100,"100,200,400",0.0928270042194093,79,123,1.5569620253164558,6,79,79,104,1,4,49,0.5568028404545113,0.55,0.19047619047619047,102,25,38,0.6413629381371317,142.85714285714283,4,5,4,"0,1,3,5,6,7,8",12-491,"0,1,3,5,6,7,8",12-491,"0,2,6,10,12,14,16",24-87109,4 2 2 1 1 1 1,15
